objectid,parentid,title,description,coverage,isPartOf,creator,publisher,source,date,type,format,extent,language,relation,rights,license,display_template,object_location,image_small,image_thumb,image_alt_text
m24548,abb24548,Münz- und Mineralienbuch,"Die doppelseitige Federzeichnung aus einem Manuskript des Basler Kaufmanns, Ratsherrn und städtischen Silberführers Andreas Ryff zeigt eine Bergwerkslandschaft, flankiert von Fortuna, die auf einer Kugel im stürmischen Meer balanciert. Nur eine Säule in der Bildmitte trennt die Schicksalsgöttin und das Meer vom emsigen Treiben in den Bergwerken und Produktionsstätten. Neben Ryffs Engagement im Bergbau sowie im Seiden- und Tuchgeschäft trug er auch eine ansehnliche Sammlung an Mineralien, Goldschmiedearbeiten und Münzen zusammen. Dieser Sammlung widmete er das mit zahlreichen Federzeichnungen illustrierte ‹Münz- und Mineralienbuch›. Es ist zugleich ein Zeugnis lokaler Wirtschaftspraktiken, Objekt bürgerlicher Repräsentation und Inszenierung einer politischen und religiösen Weltordnung.",Frühe Neuzeit,,[Andreas Ryff](https://www.wikidata.org/wiki/Q370777),[Universitätsbibliothek Basel](https://ub.unibas.ch/de/),"[UB Basel, UBH A lambda II 46a, fol. Fv20, Gr21](https://doi.org/10.7891/e-manuscripta-15182)",1594/1599,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,11232x7487,de,"[Andreas Ryff, Wikipedia](https://de.wikipedia.org/wiki/Andreas_Ryff);[Andreas Ryff, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/018704/2012-02-23/);[Andreas Ryff, altbasel](https://altbasel.ch/fussnoten/andreas_ryff.html)","Public Domain Mark - Universitätsbibliothek Basel, UBH A lambda II 46a",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/71b47b186772f626d1505b7b4c73572b81a76cd8.tiff,objects/71b47b186772f626d1505b7b4c73572b81a76cd8.jpg,objects/71b47b186772f626d1505b7b4c73572b81a76cd8.jpg,
abb11378,,"Leonhard Thurneisser bei der Harnprobe an einem orientalischen Hof, Detail aus einem Scheiben-Zyklus","Der Basler Goldschmied Leonhard Thurneisser (1531–1596), hier mit einer Harnprobe in der Hand, führte ein abenteuerliches Leben: Er nahm an Kriegszügen des Markgrafen von Brandenburg-Kulmbach teil, machte als Bergwerksbesitzer, Metallurg und Alchemist in Tirol Karriere und unternahm ausgedehnte Reisen, die ihn angeblich bis nach Ägypten und auf den Sinai führten. 1571 wurde er Leibarzt am brandenburgischen Hof in Berlin, wo er mit Ferndiagnosen zu Harnproben und astrologischen Gutachten ein Vermögen verdiente. Im Bild hält er prüfend das Harnglas in der Hand.",Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/1875f998a1d3a26d007bbb9e8c0a386b3ffa5364.jpg,objects/1875f998a1d3a26d007bbb9e8c0a386b3ffa5364.jpg,
m11378,abb11378,"Leonhard Thurneisser bei der Harnprobe an einem orientalischen Hof, Detail aus einem Scheiben-Zyklus","Der Basler Goldschmied Leonhard Thurneisser (1531–1596), hier mit einer Harnprobe in der Hand, führte ein abenteuerliches Leben: Er nahm an Kriegszügen des Markgrafen von Brandenburg-Kulmbach teil, machte als Bergwerksbesitzer, Metallurg und Alchemist in Tirol Karriere und unternahm ausgedehnte Reisen, die ihn angeblich bis nach Ägypten und auf den Sinai führten. 1571 wurde er Leibarzt am brandenburgischen Hof in Berlin, wo er mit Ferndiagnosen zu Harnproben und astrologischen Gutachten ein Vermögen verdiente. Im Bild hält er prüfend das Harnglas in der Hand.",Frühe Neuzeit,,[Christoph Murer](https://www.wikidata.org/wiki/Q1085550),[Historisches Museum Basel](https://www.hmb.ch/),Historisches Museum Basel Inv. 1887.215,1579,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,7260x5439,de,"[Christoph Murer, Wikipedia](https://de.wikipedia.org/wiki/Christoph_Murer);[Christoph Murer, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/012175/2012-04-12/);[Leonhard Thurneysser, Wikipedia](https://de.wikipedia.org/wiki/Leonhard_Thurneysser);[Leonhard Thurneysser, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/014665/2013-10-29/)","CC-BY-SA 4.0 Historisches Museum Basel Inv. 1887.215, Foto Natascha Jansen",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/1875f998a1d3a26d007bbb9e8c0a386b3ffa5364.tif,objects/1875f998a1d3a26d007bbb9e8c0a386b3ffa5364.jpg,objects/1875f998a1d3a26d007bbb9e8c0a386b3ffa5364.jpg,
abb11536,,Martinsstatue am Basler Münster,"An der Fassade des Basler Münsters blickt Martin von Tours seit den 1590er-Jahren auf einen Baumstrunk statt auf den ihm zu Füssen knienden Bettler, mit dem er der Legende nach seinen Mantel teilte. Vor der Reformation hatten ihn die Basler Gläubigen als Sinnbild gelebter Barmherzigkeit angerufen und verehrt. Eine solche Heiligenverehrung widersprach aus Sicht der Reformatoren allerdings den biblischen Vorgaben. Nach einer längeren Auseinandersetzung beschlossen Geistliche und Rat deshalb, den Bettler als Attribut des Heiligen zu entfernen.",Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,assets/img/placeholder.svg,assets/img/placeholder.svg,
m11536,abb11536,Martinsstatue am Basler Münster,"An der Fassade des Basler Münsters blickt Martin von Tours seit den 1590er-Jahren auf einen Baumstrunk statt auf den ihm zu Füssen knienden Bettler, mit dem er der Legende nach seinen Mantel teilte. Vor der Reformation hatten ihn die Basler Gläubigen als Sinnbild gelebter Barmherzigkeit angerufen und verehrt. Eine solche Heiligenverehrung widersprach aus Sicht der Reformatoren allerdings den biblischen Vorgaben. Nach einer längeren Auseinandersetzung beschlossen Geistliche und Rat deshalb, den Bettler als Attribut des Heiligen zu entfernen.",Frühe Neuzeit,,Anonym;[Hans Bock](https://www.wikidata.org/wiki/Q693916),[Kantonale Denkmalpflege Basel-Stadt](https://www.bs.ch/bvd/staedtebau-architektur/denkmalpflege),[Stiftung Basler Münsterbauhütte](https://www.baslermuenster.ch/bauwerk/muensterbauhuette/die-basler-muensterbauhuette-seit-1986/stiftung-basler-muensterbauhuette),159X,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,2048x1536,de,"[Hans Bock, Wikipedia](https://de.wikipedia.org/wiki/Hans_Bock_der_%C3%84ltere);[Hans Bock, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/019088/2002-11-07/);[Martin von Tours, Wikipedia](https://de.wikipedia.org/wiki/Martin_von_Tours)","In Copyright, Kantonale Denkmalpflege Basel-Stadt und Stiftung Basler Münsterbauhütte, Foto Peter Schulthess",http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb11639,,Johann Jakob Grynaeus,Antistes Grynaeus prägte die Basler Kirchengeschichte nach der Reformation. Unter seiner Führung setzte sich die reformierte Orthodoxie durch und die Basler Kirche näherte sich den Kirchen in der reformierten Eidgenossenschaft an.,Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/e6254f038e899542ee889a689d16c77096741802.jpg,objects/e6254f038e899542ee889a689d16c77096741802.jpg,
m11639,abb11639,Johann Jakob Grynaeus,Antistes Grynaeus prägte die Basler Kirchengeschichte nach der Reformation. Unter seiner Führung setzte sich die reformierte Orthodoxie durch und die Basler Kirche näherte sich den Kirchen in der reformierten Eidgenossenschaft an.,Frühe Neuzeit,,[Jacques Granthomme](https://www.wikidata.org/wiki/Q21570201),[Universitätsbibliothek Basel](https://ub.unibas.ch/de/),[UBH Portr BS Grynaeus JJ 1540](https://ub-portraets.ub.unibas.ch/de/detail/portraets_9945027570105504),1600~,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,3118x4701,de,"[Johann Jakob Grynäus, Wikipedia](https://de.wikipedia.org/wiki/Johann_Jakob_Grynaeus);[Johann Jakob Grynäus, Universität Basel](https://unigeschichte.unibas.ch/materialien/rektoren/johann-jacob-grynaeus);[Johann Jakob Grynäus, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/010645/2007-03-20/)","Public Domain Mark - Universitätsbibliothek Basel, UBH Portr BS Grynaeus JJ 1540",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/e6254f038e899542ee889a689d16c77096741802.tif,objects/e6254f038e899542ee889a689d16c77096741802.jpg,objects/e6254f038e899542ee889a689d16c77096741802.jpg,
abb12105,,Ratsherr Melchior Hornlocher,Das Ehepaar Hornlocher/Aeder gehörte zur selbstbewussten politischen Führungsschicht Basels,Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/b444a3125cd8028044e3633323d868635c012996.jpg,objects/b444a3125cd8028044e3633323d868635c012996.jpg,
m12105,abb12105,Ratsherr Melchior Hornlocher,Das Ehepaar Hornlocher/Aeder gehörte zur selbstbewussten politischen Führungsschicht Basels.,Frühe Neuzeit,,[Hans Bock](https://www.wikidata.org/wiki/Q693916),[Kunstmuseum Basel](https://kunstmuseumbasel.ch/),[KMB Inv. 80](https://sammlungonline.kunstmuseumbasel.ch/eMP/eMuseumPlus?service=ExternalInterface&module=collection&objectId=1061&viewType=detailView),1577,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,5025x6116,de,"[Hans Bock, Wikipedia](https://de.wikipedia.org/wiki/Hans_Bock_der_%C3%84ltere);[Hans Bock, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/019088/2002-11-07/);[Melchior Hornlocher, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/019232/2009-09-03/);[abb12266](https://forschung.stadtgeschichtebasel.ch/items/abb12266.html#m12266)","Bilddaten gemeinfrei - Kunstmuseum Basel, KMB, Inv. 80",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/b444a3125cd8028044e3633323d868635c012996.jpg,objects/b444a3125cd8028044e3633323d868635c012996.jpg,objects/b444a3125cd8028044e3633323d868635c012996.jpg,
abb12266,,Katharina Aeder,Das Ehepaar Hornlocher/Aeder gehörte zur selbstbewussten politischen Führungsschicht Basels.,Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/1893711b00a5e21ccb57cdc1c581d760d3c948df.jpg,objects/1893711b00a5e21ccb57cdc1c581d760d3c948df.jpg,
m12266,abb12266,Katharina Aeder,Das Ehepaar Hornlocher/Aeder gehörte zur selbstbewussten politischen Führungsschicht Basels.,Frühe Neuzeit,,[Hans Bock](https://www.wikidata.org/wiki/Q693916),[Kunstmuseum Basel](https://kunstmuseumbasel.ch/),[KMB Inv. 81](https://sammlungonline.kunstmuseumbasel.ch/eMP/eMuseumPlus?service=ExternalInterface&module=collection&objectId=1062&viewType=detailView),1577,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,5003x6103,de,"[Hans Bock, Wikipedia](https://de.wikipedia.org/wiki/Hans_Bock_der_%C3%84ltere);[Hans Bock, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/019088/2002-11-07/);[abb12105](https://forschung.stadtgeschichtebasel.ch/items/abb12105.html#m12105)","Bilddaten gemeinfrei - Kunstmuseum Basel, KMB, Inv. 81",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/1893711b00a5e21ccb57cdc1c581d760d3c948df.jpg,objects/1893711b00a5e21ccb57cdc1c581d760d3c948df.jpg,objects/1893711b00a5e21ccb57cdc1c581d760d3c948df.jpg,
abb12517,,Wappenscheibe von Onophrion Merian und Hans Jakob Stähelin im Schützenhaus,"Die Wappen und der Text der Wappenscheibe verweisen auf die beiden Stifter, die das ‹Grosse Gesellenschiessen› von 1605 organisiert hatten. Die Oberbilder setzen das Schützenfest selbst in Szene. Vor den Toren Basels wurde damals eine Zeltstadt aufgebaut, in der die aus den Nachbargebieten nach Basel kommenden Schützen übernachteten.",Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,assets/img/placeholder.svg,assets/img/placeholder.svg,
m12517,abb12517,Wappenscheibe von Onophrion Merian und Hans Jakob Stähelin im Schützenhaus,"Die Wappen und der Text der Wappenscheibe verweisen auf die beiden Stifter, die das ‹Grosse Gesellenschiessen› von 1605 organisiert hatten. Die Oberbilder setzen das Schützenfest selbst in Szene. Vor den Toren Basels wurde damals eine Zeltstadt aufgebaut, in der die aus den Nachbargebieten nach Basel kommenden Schützen übernachteten.",Frühe Neuzeit,,[Hieronymus Vischer (zugeschrieben)](https://www.wikidata.org/wiki/Q21334563),[E.E. Gesellschaft der Feuerschützen Basel](https://feuerschuetzen.ch/),Schützenhaus Basel,1611~,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,5279x5427,de,"[Familie Merian, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/020977/2008-10-30/);[Fiechter, Sandra: Das grosse Gesellenschiessen in Basel 1605, Basel 1990 (Basler Kostbarkeiten 11).](https://www.hmb.ch/fileadmin/a/hmb/dateien/pdf/basler-kostbarkeiten/HMB-11-Das-Grosse-Gesellenschiessen-in-Basel-1605.pdf)","In Copyright - E.E Gesellschaft der Feuerschützen, Basel",http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb12777,,Häuptergestühl im Münster,"Das Häuptergestühl wurde 1598 von Hans Walter, Conrad Giger und Franz Pergo für die reformierte Basler Regierung im Münster neu geschaffen. Durch seine massive Ausstattung und seine zentrale Position innerhalb des Kirchenraums markierte es die Führungsrolle des Kleinen Rates. Wie die Renovation der Münsterfassade sorgte auch die pompöse Gestaltung des Gestühls für eine Kontroverse zwischen Rat und Geistlichkeit.",Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/868ddfb15b6a1b6b72884aaa1d13c692add83248.jpg,objects/868ddfb15b6a1b6b72884aaa1d13c692add83248.jpg,
m12777,abb12777,Häuptergestühl im Münster,"Das Häuptergestühl wurde 1598 von Hans Walter, Conrad Giger und Franz Pergo für die reformierte Basler Regierung im Münster neu geschaffen. Durch seine massive Ausstattung und seine zentrale Position innerhalb des Kirchenraums markierte es die Führungsrolle des Kleinen Rates. Wie die Renovation der Münsterfassade sorgte auch die pompöse Gestaltung des Gestühls für eine Kontroverse zwischen Rat und Geistlichkeit.",Frühe Neuzeit,,[Hans Walter](https://www.wikidata.org/wiki/Q1582952);[Conrad Giger](https://www.wikidata.org/wiki/Q1126807);[Franz Pergo](https://www.wikidata.org/wiki/Q1448493),[Historisches Museum Basel](https://www.hmb.ch/),"[Historisches Museum Basel, Inv. 1914.626](https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/haeuptergestuehl-aus-dem-basler-muenster/)",1598,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,3411x4359,de,"[Basler Münster, Wikipedia](https://de.wikipedia.org/wiki/Basler_M%C3%BCnster);[Conrad Giger, Wikipedia](https://de.wikipedia.org/wiki/Conrad_Giger);[Franz Pergo, Wikipedia](https://de.wikipedia.org/wiki/Franz_Pergo);[Münsterbauhütte Basel](https://www.baslermuenster.ch/bauwerk/baugeschichte/das-muenster-des-16-18-jahrhunderts);[abb13751](https://forschung.stadtgeschichtebasel.ch/items/abb13751.html#m13751)","CC BY-SA 4.0, Historisches Museum Basel, Inv. 1914.626, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/868ddfb15b6a1b6b72884aaa1d13c692add83248.tif,objects/868ddfb15b6a1b6b72884aaa1d13c692add83248.jpg,objects/868ddfb15b6a1b6b72884aaa1d13c692add83248.jpg,
abb12965,,"Kartoffelpflanze, Auszug aus einem Herbarium","Unter naturwissenschaftlich interessierten Gelehrten war das Sammeln und Trocknen von Pflanzen im 17. Jahrhundert eine weit verbreitete Praxis. Die ersten Herbarien in Basel stammten von Felix Platter und Caspar Bauhin. Beide legten selbst Gärten an, unternahmen Exkursionen in die nähere und weitere Umgebung und nutzten ihre gelehrten Netzwerke, um sich Pflanzen aus ganz Europa und Übersee zu besorgen. Die Kartoffelpflanze, bei der es sich um den vermutlich ältesten erhaltenen Beleg handelt, hatte Bauhin in seinem eigenen Garten angepflanzt.",Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/a623dcca404e44bbfd035338043d12024406b204.jpg,objects/a623dcca404e44bbfd035338043d12024406b204.jpg,
m12965,abb12965,"Kartoffelpflanze, Auszug aus einem Herbarium","Unter naturwissenschaftlich interessierten Gelehrten war das Sammeln und Trocknen von Pflanzen im 17. Jahrhundert eine weit verbreitete Praxis. Die ersten Herbarien in Basel stammten von Felix Platter und Caspar Bauhin. Beide legten selbst Gärten an, unternahmen Exkursionen in die nähere und weitere Umgebung und nutzten ihre gelehrten Netzwerke, um sich Pflanzen aus ganz Europa und Übersee zu besorgen. Die Kartoffelpflanze, bei der es sich um den vermutlich ältesten erhaltenen Beleg handelt, hatte Bauhin in seinem eigenen Garten angepflanzt.",Frühe Neuzeit,,[Caspar Bauhin](https://www.wikidata.org/wiki/Q1692847),"[Herbarien Basel, Botanisches Institut der Universität Basel](https://herbarium.unibas.ch/de/)","Herbaria Basel, Herbarium Caspar Bauhin, Solanum tuberosum esculentum B15-075.1.",1600~,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,7360x4912,de,"[Caspar Bauhin, Wikipedia](https://de.wikipedia.org/wiki/Caspar_Bauhin);[Caspar Bauhin, Universität Basel](https://herbarium.unibas.ch/de/bauhin2022/casparbauhin/);[Caspar Bauhin, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/014280/2002-07-02/);[Felix Platter, Wikipedia](https://de.wikipedia.org/wiki/Felix_Platter_(Mediziner,_1536));[Felix Platter, Historisches Lexikon Schweiz](https://hls-dhs-dss.ch/de/articles/012203/2010-09-28/);[Felix Platter, Historisches Museum Basel](https://www.hmb.ch/aktuell/programm/felix-platter/)","CC BY-SA 4.0 - Universität Basel, Herbaria Basel, Herbarium Caspar Bauhin, Solanum tuberosum esculentum B15-075.1.",https://creativecommons.org/licenses/by/4.0/,image,https://omeka.unibe.ch/files/original/a623dcca404e44bbfd035338043d12024406b204.tif,objects/a623dcca404e44bbfd035338043d12024406b204.jpg,objects/a623dcca404e44bbfd035338043d12024406b204.jpg,
abb12968,,Wappenscheibe der Medizinprofessoren der Universität Basel,"Die von vier Basler Medizinprofessoren gestiftete Scheibe setzt das neue pharmazeutische Interesse der Mediziner ins Bild. Im Hintergrund ist ein botanischer Garten zu sehen, wie ihn Caspar Bauhin 1589 bei der ‹Alten Universität› am Rheinsprung eingerichtet hatte. Im Vordergrund pflegen Frauen Pflanzen und sortieren Kräuter. Ein Gehilfe der im Bildzentrum abgebildeten Mediziner arbeitet an einem Destillierofen zur Herstellung von Kräuterdestillaten.",Frühe Neuzeit,"Burghartz, Susanna (Hg,): Aufbrüche, Krisen, Transformationen. 1510-1790, Basel 2024 (Stadt.Geschichte.Basel 4).",,,,,,,,de,,,,compound_object,,objects/a07a0403e4abde2dc542f35e0078c32bf6a9113d.jpg,objects/a07a0403e4abde2dc542f35e0078c32bf6a9113d.jpg,
m12968,abb12968,Wappenscheibe der Medizinprofessoren der Universität Basel,"Die von vier Basler Medizinprofessoren gestiftete Scheibe setzt das neue pharmazeutische Interesse der Mediziner ins Bild. Im Hintergrund ist ein botanischer Garten zu sehen, wie ihn Caspar Bauhin 1589 bei der ‹Alten Universität› am Rheinsprung eingerichtet hatte. Im Vordergrund pflegen Frauen Pflanzen und sortieren Kräuter. Ein Gehilfe der im Bildzentrum abgebildeten Mediziner arbeitet an einem Destillierofen zur Herstellung von Kräuterdestillaten.",Frühe Neuzeit,,Anonym,[Historisches Museum Basel](https://www.hmb.ch/),"Historisches Museum Basel, Inv. 2019.357",1613,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,5484x7320,de,[abb12965](https://forschung.stadtgeschichtebasel.ch/items/abb12965.html#m12965),"CC BY-SA 4.0, Historisches Museum Basel, Inv. 2019.357, Foto Natascha Jansen",https://creativecommons.org/licenses/by-sa/4.0/,image,https://omeka.unibe.ch/files/original/a07a0403e4abde2dc542f35e0078c32bf6a9113d.tif,objects/a07a0403e4abde2dc542f35e0078c32bf6a9113d.jpg,objects/a07a0403e4abde2dc542f35e0078c32bf6a9113d.jpg,
